Quantify Compound Summary Report ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Printed Thu Aug 07 17:41:28 2025,,,,,,,,,,,,,
,,,,,,,,,,,,,
Compound 1:  17-Hydroxyprogesterone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
47,47,20250804-hormore-5,1143,1143,1,3.39,32837,,32800,0.334,-66.6,,bb
48,48,20250804-hormore-6,1144,1144,1,3.39,27363,,27400,0.278,-72.2,,bb
49,49,20250804-hormore-7,1146,1146,1,3.39,39639,,39600,0.403,-59.7,,bb
50,50,20250804-hormore-8,1038,1038,1,3.38,29079,,29100,0.295,-70.5,,bb
51,51,20250804-hormore-9,1149,1149,1,3.39,33768,,33800,0.343,-65.7,,bb
52,52,20250804-hormore-10,1154,1154,1,3.39,29680,,29700,0.301,-69.9,,bb
53,53,20250804-hormore-11,1156,1156,1,3.39,27413,,27400,0.278,-72.2,,bb
54,54,20250804-hormore-12,1162,1162,1,3.39,42795,,42800,0.435,-56.5,,bb
55,55,20250804-hormore-13,1165,1165,1,3.39,36038,,36000,0.366,-63.4,,bb
56,56,20250804-hormore-14,1166,1166,1,3.39,33840,,33800,0.344,-65.6,,bb
57,57,20250804-hormore-15,1167,1167,1,3.39,43091,,43100,0.438,-56.2,,bb
58,58,20250804-hormore-16,1168,1168,1,3.39,29471,,29500,0.299,-70.1,,bb
59,59,20250804-hormore-17,1169,1169,1,3.39,41657,,41700,0.423,-57.7,,bb
60,60,20250804-hormore-18,1170,1170,1,3.39,33540,,33500,0.341,-65.9,,bb
61,61,20250804-hormore-19,1172,1172,1,3.39,32276,,32300,0.328,-67.2,,bb
62,62,20250804-hormore-20,1173,1173,1,3.39,36632,,36600,0.372,-62.8,,bb
63,63,20250804-hormore-21,1175,1175,1,3.39,43013,,43000,0.437,-56.3,,bb
64,64,20250804-hormore-22,1177,1177,1,3.38,37136,,37100,0.377,-62.3,,bb
65,65,20250804-hormore-23,1178,1178,1,3.39,41307,,41300,0.42,-58,,bb
66,66,20250804-hormore-24,1180,1180,1,3.39,42553,,42600,0.432,-56.8,,bb
67,67,20250804-hormore-25,1181,1181,1,3.38,31052,,31100,0.315,-68.5,,bb
68,68,20250804-hormore-26,1182,1182,1,3.38,25842,,25800,0.262,-73.8,,bb
69,69,20250804-hormore-27,1185,1185,1,3.38,42165,,42200,0.428,-57.2,,bb
70,70,20250804-hormore-28,1188,1188,1,3.38,34390,,34400,0.349,-65.1,,bb
71,71,20250804-hormore-29,1189,1189,1,3.38,29568,,29600,0.3,-70,,bb
72,72,20250804-hormore-30,1190,1190,1,3.39,31905,,31900,0.324,-67.6,,bb
73,73,20250804-hormore-31,1195,1195,1,3.39,26952,,27000,0.274,-72.6,,bb
74,74,20250804-hormore-32,1196,1196,1,3.39,31338,,31300,0.318,-68.2,,bb
75,75,20250804-hormore-33,1202,1202,1,3.39,33679,,33700,0.342,-65.8,,bb
76,76,20250804-hormore-34,1205,1205,1,3.39,34056,,34100,0.346,-65.4,,bb
77,77,20250804-hormore-35,1206,1206,1,3.39,33945,,33900,0.345,-65.5,,bb
78,78,20250804-hormore-36,1207,1207,1,3.38,32288,,32300,0.328,-67.2,,bb
79,79,20250804-hormore-37,1208,1208,1,3.39,35292,,35300,0.358,-64.2,,bb
80,80,20250804-hormore-38,1209,1209,1,3.39,33822,,33800,0.344,-65.6,,bb
81,81,20250804-hormore-39,1210,1210,1,3.38,29002,,29000,0.295,-70.5,,bb
82,82,20250804-hormore-40,1212,1212,1,3.38,37537,,37500,0.381,-61.9,,bb
83,83,20250804-hormore-41,1214,1214,1,3.38,27246,,27200,0.277,-72.3,,bb
84,84,20250804-hormore-42,1216,1216,1,3.38,31655,,31700,0.322,-67.8,,bb
85,85,20250804-hormore-43,1217,1217,1,3.38,22124,,22100,0.225,-77.5,,bb
86,86,20250804-hormore-44,1218,1218,1,3.38,20106,,20100,0.204,-79.6,,bb
87,87,20250804-hormore-45,1221,1221,1,3.38,33408,,33400,0.339,-66.1,,bb
88,88,20250805-hormore-1,1222,1222,1,3.38,22800,,22800,0.232,-76.8,,bb
89,89,20250805-hormore-2,1223,1223,1,3.38,31660,,31700,0.322,-67.8,,bb
90,90,20250805-hormore-3,1224,1224,1,3.38,25840,,25800,0.262,-73.8,,bb
91,91,20250805-hormore-4,1226,1226,1,3.38,24188,,24200,0.246,-75.4,,bb
92,92,20250805-hormore-5,1227,1227,1,3.38,29560,,29600,0.3,-70,,bb
93,93,20250805-hormore-6,1228,1228,1,3.38,30895,,30900,0.314,-68.6,,bb
94,94,20250805-hormore-7,1231,1231,1,3.38,31410,,31400,0.319,-68.1,,bb
95,95,20250804-hormore-8,1038,1038,1,3.38,29079,,29100,0.295,-70.5,,bb
,,,,,,,,,,,,,
Compound 23:  Cortisol-D4,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,3.84,658808,,659000,1.099,9.9,Standard,bb
2,2,20250805-COL-05,s2,s2,1,3.83,850319,,850000,1.419,41.9,Standard,bb
3,3,20250805-COL-06,s3,s3,1,3.83,793269,,793000,1.324,32.4,Standard,bb
4,4,20250805-COL-07,s4,s4,1,3.82,659108,,659000,1.1,10,Standard,bb
5,5,20250805-COL-08,s5,s5,1,3.82,513951,,514000,0.858,-14.2,Standard,bb
6,6,20250805-COL-09,s6,s6,1,3.82,411693,,412000,0.687,-31.3,Standard,bb
7,7,20250805-COL-10,s7,s7,1,3.82,308273,,308000,0.514,-48.6,Standard,bb
8,8,20250805-COL-11,q1,q1,1,3.83,855640,,856000,1.428,42.8,QC,bb
9,9,20250805-COL-12,q2,q2,1,3.82,340920,,341000,0.569,-43.1,QC,bb
10,10,20250802-hormore-50,1075,1075,1,3.82,7221,,7220,0.012,-98.8,,bb
11,11,20250802-hormore-51,1076,1076,1,3.82,35955,,36000,0.06,-94,,bb
12,12,20250802-hormore-52,1077,1077,1,3.82,154633,,155000,0.258,-74.2,,bb
13,13,20250802-hormore-53,1079,1079,1,3.82,47749,,47700,0.08,-92,,bb
14,14,20250802-hormore-54,1080,1080,1,3.82,168809,,169000,0.282,-71.8,,bb
15,15,20250802-hormore-55,1083,1083,1,3.83,268873,,269000,0.449,-55.1,,bb
16,16,20250802-hormore-56,1084,1084,1,3.82,329606,,330000,0.55,-45,,bb
17,17,20250802-hormore-57,1087,1087,1,3.82,290911,,291000,0.485,-51.5,,bb
18,18,20250802-hormore-58,1090,1090,1,3.82,320028,,320000,0.534,-46.6,,bb
19,19,20250802-hormore-59,1092,1092,1,3.82,255544,,256000,0.426,-57.4,,bb
20,20,20250802-hormore-60,1093,1093,1,3.83,184497,,184000,0.308,-69.2,,bb
21,21,20250802-hormore-61,1094,1094,1,3.82,285286,,285000,0.476,-52.4,,bb
22,22,20250802-hormore-62,1095,1095,1,3.82,249570,,250000,0.416,-58.4,,bb
23,23,20250802-hormore-63,1096,1096,1,3.82,277123,,277000,0.462,-53.8,,bb
24,24,20250802-hormore-64,1097,1097,1,3.82,290767,,291000,0.485,-51.5,,bb
25,25,20250803-hormore-1,1098,1098,1,3.82,295750,,296000,0.493,-50.7,,bb
26,26,20250803-hormore-2,1099,1099,1,3.82,294320,,294000,0.491,-50.9,,bb
27,27,20250803-hormore-3,1100,1100,1,3.82,276877,,277000,0.462,-53.8,,bb
28,28,20250803-hormore-4,1102,1102,1,3.82,321695,,322000,0.537,-46.3,,bb
29,29,20250803-hormore-5,1105,1105,1,3.82,311392,,311000,0.52,-48,,bb
30,30,20250803-hormore-6,1106,1106,1,3.82,284760,,285000,0.475,-52.5,,bb
31,31,20250803-hormore-7,1107,1107,1,3.82,277285,,277000,0.463,-53.7,,bb
32,32,20250803-hormore-8,1108,1108,1,3.82,254133,,254000,0.424,-57.6,,bb
33,33,20250803-hormore-9,1109,1109,1,3.82,287306,,287000,0.479,-52.1,,bb
34,34,20250803-hormore-10,1111,1111,1,3.82,319542,,320000,0.533,-46.7,,bb
35,35,20250803-hormore-11,1112,1112,1,3.82,254015,,254000,0.424,-57.6,,bb
36,36,20250803-hormore-12,1113,1113,1,3.82,273674,,274000,0.457,-54.3,,bb
37,37,20250803-hormore-13,1116,1116,1,3.82,248461,,248000,0.415,-58.5,,bb
38,38,20250803-hormore-14,1118,1118,1,3.82,211993,,212000,0.354,-64.6,,bb
39,39,20250803-hormore-15,1124,1124,1,3.82,324598,,325000,0.542,-45.8,,bb
40,40,20250803-hormore-16,1125,1125,1,3.82,278358,,278000,0.464,-53.6,,bb
41,41,20250803-hormore-17,1134,1134,1,3.82,291448,,291000,0.486,-51.4,,bb
42,42,20250803-hormore-18,1135,1135,1,3.82,299486,,299000,0.5,-50,,bb
43,43,20250804-hormore-1,1137,1137,1,3.82,296541,,297000,0.495,-50.5,,bb
44,44,20250804-hormore-2,1138,1138,1,3.82,281554,,282000,0.47,-53,,bb
45,45,20250804-hormore-3,1141,1141,1,3.82,263690,,264000,0.44,-56,,bb
46,46,20250804-hormore-4,1142,1142,1,3.81,273107,,273000,0.456,-54.4,,bb
47,47,20250804-hormore-5,1143,1143,1,3.82,281828,,282000,0.47,-53,,bb
48,48,20250804-hormore-6,1144,1144,1,3.82,235907,,236000,0.394,-60.6,,bb
49,49,20250804-hormore-7,1146,1146,1,3.82,313053,,313000,0.522,-47.8,,bb
50,50,20250804-hormore-8,1038,1038,1,3.8,222427,,222000,0.371,-62.9,,bb
51,51,20250804-hormore-9,1149,1149,1,3.82,313645,,314000,0.523,-47.7,,bb
52,52,20250804-hormore-10,1154,1154,1,3.82,256823,,257000,0.429,-57.1,,bb
53,53,20250804-hormore-11,1156,1156,1,3.82,316944,,317000,0.529,-47.1,,bb
54,54,20250804-hormore-12,1162,1162,1,3.81,338112,,338000,0.564,-43.6,,bb
55,55,20250804-hormore-13,1165,1165,1,3.82,317728,,318000,0.53,-47,,bb
56,56,20250804-hormore-14,1166,1166,1,3.82,292164,,292000,0.487,-51.3,,bb
57,57,20250804-hormore-15,1167,1167,1,3.82,335814,,336000,0.56,-44,,bb
58,58,20250804-hormore-16,1168,1168,1,3.82,258542,,259000,0.431,-56.9,,bb
59,59,20250804-hormore-17,1169,1169,1,3.81,313517,,314000,0.523,-47.7,,bb
60,60,20250804-hormore-18,1170,1170,1,3.81,265463,,265000,0.443,-55.7,,bb
61,61,20250804-hormore-19,1172,1172,1,3.82,277833,,278000,0.464,-53.6,,bb
62,62,20250804-hormore-20,1173,1173,1,3.82,326247,,326000,0.544,-45.6,,bb
63,63,20250804-hormore-21,1175,1175,1,3.82,320677,,321000,0.535,-46.5,,bb
64,64,20250804-hormore-22,1177,1177,1,3.81,298459,,298000,0.498,-50.2,,bb
65,65,20250804-hormore-23,1178,1178,1,3.81,282137,,282000,0.471,-52.9,,bb
66,66,20250804-hormore-24,1180,1180,1,3.81,342593,,343000,0.572,-42.8,,bb
67,67,20250804-hormore-25,1181,1181,1,3.81,275968,,276000,0.46,-54,,bb
68,68,20250804-hormore-26,1182,1182,1,3.8,181796,,182000,0.303,-69.7,,bb
69,69,20250804-hormore-27,1185,1185,1,3.8,271573,,272000,0.453,-54.7,,bb
70,70,20250804-hormore-28,1188,1188,1,3.81,292645,,293000,0.488,-51.2,,bb
71,71,20250804-hormore-29,1189,1189,1,3.81,244338,,244000,0.408,-59.2,,bb
72,72,20250804-hormore-30,1190,1190,1,3.81,291630,,292000,0.487,-51.3,,bb
73,73,20250804-hormore-31,1195,1195,1,3.82,231888,,232000,0.387,-61.3,,bb
74,74,20250804-hormore-32,1196,1196,1,3.82,284334,,284000,0.474,-52.6,,bb
75,75,20250804-hormore-33,1202,1202,1,3.81,321470,,321000,0.536,-46.4,,bb
76,76,20250804-hormore-34,1205,1205,1,3.82,312920,,313000,0.522,-47.8,,bb
77,77,20250804-hormore-35,1206,1206,1,3.81,277973,,278000,0.464,-53.6,,bb
78,78,20250804-hormore-36,1207,1207,1,3.81,293433,,293000,0.49,-51,,bb
79,79,20250804-hormore-37,1208,1208,1,3.81,317726,,318000,0.53,-47,,bb
80,80,20250804-hormore-38,1209,1209,1,3.82,286218,,286000,0.478,-52.2,,bb
81,81,20250804-hormore-39,1210,1210,1,3.81,249034,,249000,0.416,-58.4,,bb
82,82,20250804-hormore-40,1212,1212,1,3.81,323802,,324000,0.54,-46,,bb
83,83,20250804-hormore-41,1214,1214,1,3.81,240771,,241000,0.402,-59.8,,bb
84,84,20250804-hormore-42,1216,1216,1,3.81,287789,,288000,0.48,-52,,bb
85,85,20250804-hormore-43,1217,1217,1,3.8,150505,,151000,0.251,-74.9,,bb
86,86,20250804-hormore-44,1218,1218,1,3.81,154691,,155000,0.258,-74.2,,bb
87,87,20250804-hormore-45,1221,1221,1,3.81,288656,,289000,0.482,-51.8,,bb
88,88,20250805-hormore-1,1222,1222,1,3.81,213802,,214000,0.357,-64.3,,bb
89,89,20250805-hormore-2,1223,1223,1,3.8,249207,,249000,0.416,-58.4,,bb
90,90,20250805-hormore-3,1224,1224,1,3.8,203536,,204000,0.34,-66,,bb
91,91,20250805-hormore-4,1226,1226,1,3.81,212230,,212000,0.354,-64.6,,bb
92,92,20250805-hormore-5,1227,1227,1,3.8,267933,,268000,0.447,-55.3,,bb
93,93,20250805-hormore-6,1228,1228,1,3.8,267471,,267000,0.446,-55.4,,bb
94,94,20250805-hormore-7,1231,1231,1,3.8,255992,,256000,0.427,-57.3,,bb
95,95,20250804-hormore-8,1038,1038,1,3.8,222427,,222000,0.371,-62.9,,bb
,,,,,,,,,,,,,
Compound 24:  Dexamethasone-D4,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,4.75,58042,,58000,1.101,10.1,Standard,bb
2,2,20250805-COL-05,s2,s2,1,4.73,63290,,63300,1.201,20.1,Standard,bb
3,3,20250805-COL-06,s3,s3,1,4.73,61958,,62000,1.176,17.6,Standard,bb
4,4,20250805-COL-07,s4,s4,1,4.73,56878,,56900,1.079,7.9,Standard,bb
5,5,20250805-COL-08,s5,s5,1,4.73,51564,,51600,0.978,-2.2,Standard,bb
6,6,20250805-COL-09,s6,s6,1,4.73,41287,,41300,0.783,-21.7,Standard,bb
7,7,20250805-COL-10,s7,s7,1,4.72,35864,,35900,0.681,-31.9,Standard,bb
8,8,20250805-COL-11,q1,q1,1,4.73,69453,,69500,1.318,31.8,QC,bb
9,9,20250805-COL-12,q2,q2,1,4.72,38089,,38100,0.723,-27.7,QC,bb
10,10,20250802-hormore-50,1075,1075,1,4.74,220,,220,0.004,-99.6,,bb
11,11,20250802-hormore-51,1076,1076,1,4.74,305,,305,0.006,-99.4,,bb
12,12,20250802-hormore-52,1077,1077,1,4.72,805,,805,0.015,-98.5,,bb
13,13,20250802-hormore-53,1079,1079,1,4.74,974,,974,0.018,-98.2,,bb
14,14,20250802-hormore-54,1080,1080,1,4.72,1500,,1500,0.028,-97.2,,bb
15,15,20250802-hormore-55,1083,1083,1,4.74,3055,,3060,0.058,-94.2,,bb
16,16,20250802-hormore-56,1084,1084,1,4.73,9286,,9290,0.176,-82.4,,bb
17,17,20250802-hormore-57,1087,1087,1,4.72,2872,,2870,0.055,-94.5,,bb
18,18,20250802-hormore-58,1090,1090,1,4.73,7086,,7090,0.134,-86.6,,bb
19,19,20250802-hormore-59,1092,1092,1,4.73,2359,,2360,0.045,-95.5,,bb
20,20,20250802-hormore-60,1093,1093,1,4.73,1274,,1270,0.024,-97.6,,bb
21,21,20250802-hormore-61,1094,1094,1,4.72,4341,,4340,0.082,-91.8,,bb
22,22,20250802-hormore-62,1095,1095,1,4.72,2365,,2360,0.045,-95.5,,bb
23,23,20250802-hormore-63,1096,1096,1,4.74,5653,,5650,0.107,-89.3,,bb
24,24,20250802-hormore-64,1097,1097,1,4.73,2837,,2840,0.054,-94.6,,bb
25,25,20250803-hormore-1,1098,1098,1,4.72,9243,,9240,0.175,-82.5,,bb
26,26,20250803-hormore-2,1099,1099,1,4.72,5012,,5010,0.095,-90.5,,bb
27,27,20250803-hormore-3,1100,1100,1,4.72,22306,,22300,0.423,-57.7,,bb
28,28,20250803-hormore-4,1102,1102,1,4.73,20934,,20900,0.397,-60.3,,bb
29,29,20250803-hormore-5,1105,1105,1,4.73,4563,,4560,0.087,-91.3,,bb
30,30,20250803-hormore-6,1106,1106,1,4.73,12338,,12300,0.234,-76.6,,bb
31,31,20250803-hormore-7,1107,1107,1,4.73,17891,,17900,0.34,-66,,bb
32,32,20250803-hormore-8,1108,1108,1,4.72,7735,,7730,0.147,-85.3,,bb
33,33,20250803-hormore-9,1109,1109,1,4.73,18951,,19000,0.36,-64,,bb
34,34,20250803-hormore-10,1111,1111,1,4.73,29243,,29200,0.555,-44.5,,bb
35,35,20250803-hormore-11,1112,1112,1,4.73,2167,,2170,0.041,-95.9,,bb
36,36,20250803-hormore-12,1113,1113,1,4.72,5882,,5880,0.112,-88.8,,bb
37,37,20250803-hormore-13,1116,1116,1,4.72,3408,,3410,0.065,-93.5,,bb
38,38,20250803-hormore-14,1118,1118,1,4.72,3261,,3260,0.062,-93.8,,bb
39,39,20250803-hormore-15,1124,1124,1,4.72,8845,,8840,0.168,-83.2,,bb
40,40,20250803-hormore-16,1125,1125,1,4.73,27506,,27500,0.522,-47.8,,bb
41,41,20250803-hormore-17,1134,1134,1,4.73,15222,,15200,0.289,-71.1,,bb
42,42,20250803-hormore-18,1135,1135,1,4.72,5124,,5120,0.097,-90.3,,bb
43,43,20250804-hormore-1,1137,1137,1,4.73,6493,,6490,0.123,-87.7,,bb
44,44,20250804-hormore-2,1138,1138,1,4.73,8796,,8800,0.167,-83.3,,bb
45,45,20250804-hormore-3,1141,1141,1,4.73,6668,,6670,0.127,-87.3,,bb
46,46,20250804-hormore-4,1142,1142,1,4.72,6604,,6600,0.125,-87.5,,bb
47,47,20250804-hormore-5,1143,1143,1,4.72,3508,,3510,0.067,-93.3,,bb
48,48,20250804-hormore-6,1144,1144,1,4.72,2810,,2810,0.053,-94.7,,bb
49,49,20250804-hormore-7,1146,1146,1,4.72,32429,,32400,0.615,-38.5,,bb
50,50,20250804-hormore-8,1038,1038,1,4.71,3624,,3620,0.069,-93.1,,bb
51,51,20250804-hormore-9,1149,1149,1,4.73,6103,,6100,0.116,-88.4,,bb
52,52,20250804-hormore-10,1154,1154,1,4.72,10460,,10500,0.198,-80.2,,bb
53,53,20250804-hormore-11,1156,1156,1,4.72,15130,,15100,0.287,-71.3,,bb
54,54,20250804-hormore-12,1162,1162,1,4.72,11609,,11600,0.22,-78,,bb
55,55,20250804-hormore-13,1165,1165,1,4.71,18444,,18400,0.35,-65,,bb
56,56,20250804-hormore-14,1166,1166,1,4.72,5681,,5680,0.108,-89.2,,bb
57,57,20250804-hormore-15,1167,1167,1,4.72,23744,,23700,0.451,-54.9,,bb
58,58,20250804-hormore-16,1168,1168,1,4.71,2615,,2610,0.05,-95,,bb
59,59,20250804-hormore-17,1169,1169,1,4.72,13527,,13500,0.257,-74.3,,bb
60,60,20250804-hormore-18,1170,1170,1,4.73,3434,,3430,0.065,-93.5,,bb
61,61,20250804-hormore-19,1172,1172,1,4.72,3966,,3970,0.075,-92.5,,bb
62,62,20250804-hormore-20,1173,1173,1,4.72,10046,,10000,0.191,-80.9,,bb
63,63,20250804-hormore-21,1175,1175,1,4.71,12467,,12500,0.237,-76.3,,bb
64,64,20250804-hormore-22,1177,1177,1,4.72,8264,,8260,0.157,-84.3,,bb
65,65,20250804-hormore-23,1178,1178,1,4.72,11719,,11700,0.222,-77.8,,bb
66,66,20250804-hormore-24,1180,1180,1,4.72,10271,,10300,0.195,-80.5,,bb
67,67,20250804-hormore-25,1181,1181,1,4.71,14659,,14700,0.278,-72.2,,bb
68,68,20250804-hormore-26,1182,1182,1,4.72,2324,,2320,0.044,-95.6,,bb
69,69,20250804-hormore-27,1185,1185,1,4.71,21273,,21300,0.404,-59.6,,bb
70,70,20250804-hormore-28,1188,1188,1,4.73,4400,,4400,0.083,-91.7,,bb
71,71,20250804-hormore-29,1189,1189,1,4.72,3134,,3130,0.059,-94.1,,bb
72,72,20250804-hormore-30,1190,1190,1,4.72,9526,,9530,0.181,-81.9,,bb
73,73,20250804-hormore-31,1195,1195,1,4.71,5016,,5020,0.095,-90.5,,bb
74,74,20250804-hormore-32,1196,1196,1,4.71,8749,,8750,0.166,-83.4,,bb
75,75,20250804-hormore-33,1202,1202,1,4.72,6062,,6060,0.115,-88.5,,bb
76,76,20250804-hormore-34,1205,1205,1,4.72,8264,,8260,0.157,-84.3,,bb
77,77,20250804-hormore-35,1206,1206,1,4.71,6143,,6140,0.117,-88.3,,bb
78,78,20250804-hormore-36,1207,1207,1,4.71,3337,,3340,0.063,-93.7,,bb
79,79,20250804-hormore-37,1208,1208,1,4.71,24099,,24100,0.457,-54.3,,bb
80,80,20250804-hormore-38,1209,1209,1,4.72,8766,,8770,0.166,-83.4,,bb
81,81,20250804-hormore-39,1210,1210,1,4.71,4029,,4030,0.076,-92.4,,bb
82,82,20250804-hormore-40,1212,1212,1,4.71,21306,,21300,0.404,-59.6,,bb
83,83,20250804-hormore-41,1214,1214,1,4.72,1972,,1970,0.037,-96.3,,bb
84,84,20250804-hormore-42,1216,1216,1,4.71,15207,,15200,0.289,-71.1,,bb
85,85,20250804-hormore-43,1217,1217,1,4.71,1602,,1600,0.03,-97,,bb
86,86,20250804-hormore-44,1218,1218,1,4.72,4768,,4770,0.09,-91,,bb
87,87,20250804-hormore-45,1221,1221,1,4.71,19452,,19500,0.369,-63.1,,bb
88,88,20250805-hormore-1,1222,1222,1,4.71,2300,,2300,0.044,-95.6,,bb
89,89,20250805-hormore-2,1223,1223,1,4.71,9998,,10000,0.19,-81,,bb
90,90,20250805-hormore-3,1224,1224,1,4.7,2884,,2880,0.055,-94.5,,bb
91,91,20250805-hormore-4,1226,1226,1,4.71,2329,,2330,0.044,-95.6,,bb
92,92,20250805-hormore-5,1227,1227,1,4.7,3484,,3480,0.066,-93.4,,bb
93,93,20250805-hormore-6,1228,1228,1,4.72,3767,,3770,0.071,-92.9,,bb
94,94,20250805-hormore-7,1231,1231,1,4.71,4360,,4360,0.083,-91.7,,bb
95,95,20250804-hormore-8,1038,1038,1,4.71,3624,,3620,0.069,-93.1,,bb
,,,,,,,,,,,,,
Compound 25:  Estrone-IS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,4.76,0,,0.027,0,-100,Standard,bb
2,2,20250805-COL-05,s2,s2,1,4.79,0,,0.069,0.001,-99.9,Standard,bb
3,3,20250805-COL-06,s3,s3,1,4.85,0,,0.199,0.003,-99.7,Standard,bb
4,4,20250805-COL-07,s4,s4,1,4.75,3,,2.87,0.039,-96.1,Standard,MM
5,5,20250805-COL-08,s5,s5,1,4.78,23,,22.7,0.31,-69,Standard,bb
6,6,20250805-COL-09,s6,s6,1,4.78,93,,92.6,1.262,26.2,Standard,bb
7,7,20250805-COL-10,s7,s7,1,4.78,395,,395,5.385,438.5,Standard,bb
8,8,20250805-COL-11,q1,q1,1,4.8,0,,0.484,0.007,-99.3,QC,bb
9,9,20250805-COL-12,q2,q2,1,4.78,211,,211,2.875,187.5,QC,bb
10,10,20250802-hormore-50,1075,1075,1,,,,,,,,
11,11,20250802-hormore-51,1076,1076,1,,,,,,,,
12,12,20250802-hormore-52,1077,1077,1,4.89,0,,0.219,0.003,-99.7,,bb
13,13,20250802-hormore-53,1079,1079,1,,,,,,,,
14,14,20250802-hormore-54,1080,1080,1,,,,,,,,
15,15,20250802-hormore-55,1083,1083,1,,,,,,,,
16,16,20250802-hormore-56,1084,1084,1,,,,,,,,
17,17,20250802-hormore-57,1087,1087,1,,,,,,,,
18,18,20250802-hormore-58,1090,1090,1,,,,,,,,
19,19,20250802-hormore-59,1092,1092,1,,,,,,,,
20,20,20250802-hormore-60,1093,1093,1,4.84,0,,0.075,0.001,-99.9,,bb
21,21,20250802-hormore-61,1094,1094,1,,,,,,,,
22,22,20250802-hormore-62,1095,1095,1,,,,,,,,
23,23,20250802-hormore-63,1096,1096,1,,,,,,,,
24,24,20250802-hormore-64,1097,1097,1,,,,,,,,
25,25,20250803-hormore-1,1098,1098,1,4.85,0,,0.189,0.003,-99.7,,bb
26,26,20250803-hormore-2,1099,1099,1,,,,,,,,
27,27,20250803-hormore-3,1100,1100,1,,,,,,,,
28,28,20250803-hormore-4,1102,1102,1,4.81,0,,0.247,0.003,-99.7,,bb
29,29,20250803-hormore-5,1105,1105,1,4.82,0,,0.359,0.005,-99.5,,bb
30,30,20250803-hormore-6,1106,1106,1,4.77,0,,0.269,0.004,-99.6,,bb
31,31,20250803-hormore-7,1107,1107,1,,,,,,,,
32,32,20250803-hormore-8,1108,1108,1,,,,,,,,
33,33,20250803-hormore-9,1109,1109,1,,,,,,,,
34,34,20250803-hormore-10,1111,1111,1,,,,,,,,
35,35,20250803-hormore-11,1112,1112,1,,,,,,,,
36,36,20250803-hormore-12,1113,1113,1,,,,,,,,
37,37,20250803-hormore-13,1116,1116,1,,,,,,,,
38,38,20250803-hormore-14,1118,1118,1,,,,,,,,
39,39,20250803-hormore-15,1124,1124,1,,,,,,,,
40,40,20250803-hormore-16,1125,1125,1,,,,,,,,
41,41,20250803-hormore-17,1134,1134,1,4.81,0,,0.068,0.001,-99.9,,bb
42,42,20250803-hormore-18,1135,1135,1,,,,,,,,
43,43,20250804-hormore-1,1137,1137,1,,,,,,,,
44,44,20250804-hormore-2,1138,1138,1,,,,,,,,
45,45,20250804-hormore-3,1141,1141,1,,,,,,,,
46,46,20250804-hormore-4,1142,1142,1,4.75,0,,0.092,0.001,-99.9,,bb
47,47,20250804-hormore-5,1143,1143,1,,,,,,,,
48,48,20250804-hormore-6,1144,1144,1,,,,,,,,
49,49,20250804-hormore-7,1146,1146,1,,,,,,,,
50,50,20250804-hormore-8,1038,1038,1,,,,,,,,
51,51,20250804-hormore-9,1149,1149,1,4.83,1,,0.758,0.01,-99,,bb
52,52,20250804-hormore-10,1154,1154,1,,,,,,,,
53,53,20250804-hormore-11,1156,1156,1,,,,,,,,
54,54,20250804-hormore-12,1162,1162,1,,,,,,,,
55,55,20250804-hormore-13,1165,1165,1,,,,,,,,
56,56,20250804-hormore-14,1166,1166,1,,,,,,,,
57,57,20250804-hormore-15,1167,1167,1,4.71,0,,0.19,0.003,-99.7,,bb
58,58,20250804-hormore-16,1168,1168,1,,,,,,,,
59,59,20250804-hormore-17,1169,1169,1,4.72,0,,0.177,0.002,-99.8,,bb
60,60,20250804-hormore-18,1170,1170,1,,,,,,,,
61,61,20250804-hormore-19,1172,1172,1,,,,,,,,
62,62,20250804-hormore-20,1173,1173,1,,,,,,,,
63,63,20250804-hormore-21,1175,1175,1,4.8,0,,0.142,0.002,-99.8,,bb
64,64,20250804-hormore-22,1177,1177,1,4.74,0,,0.132,0.002,-99.8,,bb
65,65,20250804-hormore-23,1178,1178,1,4.9,0,,0.219,0.003,-99.7,,bb
66,66,20250804-hormore-24,1180,1180,1,,,,,,,,
67,67,20250804-hormore-25,1181,1181,1,,,,,,,,
68,68,20250804-hormore-26,1182,1182,1,4.73,0,,0.177,0.002,-99.8,,bb
69,69,20250804-hormore-27,1185,1185,1,4.77,0,,0.108,0.001,-99.9,,bb
70,70,20250804-hormore-28,1188,1188,1,,,,,,,,
