Quantify Compound Summary Report ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Printed Thu Aug 07 17:38:27 2025,,,,,,,,,,,,,
,,,,,,,,,,,,,
Compound 1:  Melatonin,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
56,56,20250804-hormore-14,1166,1166,1,6.51,6333,,6330,0.324,-67.6,,bb
57,57,20250804-hormore-15,1167,1167,1,6.5,8383,,8380,0.429,-57.1,,bb
58,58,20250804-hormore-16,1168,1168,1,6.5,6429,,6430,0.329,-67.1,,bb
59,59,20250804-hormore-17,1169,1169,1,6.5,9520,,9520,0.487,-51.3,,bb
60,60,20250804-hormore-18,1170,1170,1,6.5,6349,,6350,0.325,-67.5,,bb
61,61,20250804-hormore-19,1172,1172,1,6.51,6379,,6380,0.326,-67.4,,bb
62,62,20250804-hormore-20,1173,1173,1,6.51,7972,,7970,0.408,-59.2,,bb
63,63,20250804-hormore-21,1175,1175,1,6.5,8424,,8420,0.431,-56.9,,bb
64,64,20250804-hormore-22,1177,1177,1,6.5,6877,,6880,0.352,-64.8,,bb
65,65,20250804-hormore-23,1178,1178,1,6.51,6437,,6440,0.329,-67.1,,bb
66,66,20250804-hormore-24,1180,1180,1,6.5,8313,,8310,0.425,-57.5,,bb
67,67,20250804-hormore-25,1181,1181,1,6.5,5374,,5370,0.275,-72.5,,bb
68,68,20250804-hormore-26,1182,1182,1,6.5,5942,,5940,0.304,-69.6,,bb
69,69,20250804-hormore-27,1185,1185,1,6.5,6063,,6060,0.31,-69,,bb
70,70,20250804-hormore-28,1188,1188,1,6.5,6209,,6210,0.318,-68.2,,bb
71,71,20250804-hormore-29,1189,1189,1,6.5,5184,,5180,0.265,-73.5,,bb
72,72,20250804-hormore-30,1190,1190,1,6.5,6246,,6250,0.32,-68,,bb
73,73,20250804-hormore-31,1195,1195,1,6.51,5563,,5560,0.285,-71.5,,bb
74,74,20250804-hormore-32,1196,1196,1,6.5,7128,,7130,0.365,-63.5,,bb
75,75,20250804-hormore-33,1202,1202,1,6.5,6272,,6270,0.321,-67.9,,bb
76,76,20250804-hormore-34,1205,1205,1,6.51,7742,,7740,0.396,-60.4,,bb
77,77,20250804-hormore-35,1206,1206,1,6.5,6096,,6100,0.312,-68.8,,bb
78,78,20250804-hormore-36,1207,1207,1,6.5,5935,,5940,0.304,-69.6,,bb
79,79,20250804-hormore-37,1208,1208,1,6.5,7450,,7450,0.381,-61.9,,bb
80,80,20250804-hormore-38,1209,1209,1,6.5,5855,,5860,0.3,-70,,bb
81,81,20250804-hormore-39,1210,1210,1,6.5,5622,,5620,0.288,-71.2,,bb
82,82,20250804-hormore-40,1212,1212,1,6.5,7057,,7060,0.361,-63.9,,bb
83,83,20250804-hormore-41,1214,1214,1,6.5,5874,,5870,0.301,-69.9,,bb
84,84,20250804-hormore-42,1216,1216,1,6.5,6970,,6970,0.357,-64.3,,bb
85,85,20250804-hormore-43,1217,1217,1,6.5,7126,,7130,0.365,-63.5,,bb
86,86,20250804-hormore-44,1218,1218,1,6.5,5810,,5810,0.297,-70.3,,bb
87,87,20250804-hormore-45,1221,1221,1,6.5,6700,,6700,0.343,-65.7,,bb
88,88,20250805-hormore-1,1222,1222,1,6.5,4096,,4100,0.21,-79,,bb
89,89,20250805-hormore-2,1223,1223,1,6.5,6425,,6430,0.329,-67.1,,bb
90,90,20250805-hormore-3,1224,1224,1,6.5,5825,,5830,0.298,-70.2,,MM
91,91,20250805-hormore-4,1226,1226,1,6.5,7441,,7440,0.381,-61.9,,MM
92,92,20250805-hormore-5,1227,1227,1,6.5,6133,,6130,0.314,-68.6,,bb
93,93,20250805-hormore-6,1228,1228,1,6.5,6379,,6380,0.326,-67.4,,bb
94,94,20250805-hormore-7,1231,1231,1,6.5,5966,,5970,0.305,-69.5,,MM
95,95,20250804-hormore-8,1038,1038,1,6.49,5791,,5790,0.296,-70.4,,bb
,,,,,,,,,,,,,
Compound 24:  Pregnenolone-D4-1,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,7.1,6069,,6070,0.956,-4.4,Standard,bb
2,2,20250805-COL-05,s2,s2,1,7.09,5198,,5200,0.819,-18.1,Standard,MM
3,3,20250805-COL-06,s3,s3,1,7.1,6227,,6230,0.981,-1.9,Standard,MM
4,4,20250805-COL-07,s4,s4,1,7.1,5974,,5970,0.941,-5.9,Standard,MM
5,5,20250805-COL-08,s5,s5,1,7.1,6286,,6290,0.991,-0.9,Standard,MM
6,6,20250805-COL-09,s6,s6,1,7.09,7002,,7000,1.104,10.4,Standard,MM
7,7,20250805-COL-10,s7,s7,1,7.1,7659,,7660,1.207,20.7,Standard,MM
8,8,20250805-COL-11,q1,q1,1,7.1,6992,,6990,1.102,10.2,QC,MM
9,9,20250805-COL-12,q2,q2,1,7.1,5836,,5840,0.92,-8,QC,MM
10,10,20250802-hormore-50,1075,1075,1,7.09,3494,,3490,0.551,-44.9,,bb
11,11,20250802-hormore-51,1076,1076,1,7.09,4103,,4100,0.647,-35.3,,bb
12,12,20250802-hormore-52,1077,1077,1,7.09,3373,,3370,0.532,-46.8,,bb
13,13,20250802-hormore-53,1079,1079,1,7.1,2921,,2920,0.46,-54,,bb
14,14,20250802-hormore-54,1080,1080,1,7.09,3697,,3700,0.583,-41.7,,bb
15,15,20250802-hormore-55,1083,1083,1,7.09,2995,,2990,0.472,-52.8,,bb
16,16,20250802-hormore-56,1084,1084,1,7.09,5747,,5750,0.906,-9.4,,bb
17,17,20250802-hormore-57,1087,1087,1,7.08,3894,,3890,0.614,-38.6,,bb
18,18,20250802-hormore-58,1090,1090,1,7.08,3640,,3640,0.574,-42.6,,bb
19,19,20250802-hormore-59,1092,1092,1,7.09,2608,,2610,0.411,-58.9,,bb
20,20,20250802-hormore-60,1093,1093,1,7.09,4218,,4220,0.665,-33.5,,bb
21,21,20250802-hormore-61,1094,1094,1,7.08,4084,,4080,0.644,-35.6,,bb
22,22,20250802-hormore-62,1095,1095,1,7.09,3517,,3520,0.554,-44.6,,bb
23,23,20250802-hormore-63,1096,1096,1,7.08,5823,,5820,0.918,-8.2,,bb
24,24,20250802-hormore-64,1097,1097,1,7.08,4258,,4260,0.671,-32.9,,bb
25,25,20250803-hormore-1,1098,1098,1,7.08,4361,,4360,0.687,-31.3,,bb
26,26,20250803-hormore-2,1099,1099,1,7.09,5368,,5370,0.846,-15.4,,bb
27,27,20250803-hormore-3,1100,1100,1,7.09,2423,,2420,0.382,-61.8,,bb
28,28,20250803-hormore-4,1102,1102,1,7.09,3478,,3480,0.548,-45.2,,bb
29,29,20250803-hormore-5,1105,1105,1,7.09,5066,,5070,0.798,-20.2,,bb
30,30,20250803-hormore-6,1106,1106,1,7.09,4285,,4280,0.675,-32.5,,bb
31,31,20250803-hormore-7,1107,1107,1,7.1,4075,,4070,0.642,-35.8,,bb
32,32,20250803-hormore-8,1108,1108,1,7.09,2928,,2930,0.462,-53.8,,bb
33,33,20250803-hormore-9,1109,1109,1,7.09,3522,,3520,0.555,-44.5,,bb
34,34,20250803-hormore-10,1111,1111,1,7.09,3984,,3980,0.628,-37.2,,bb
35,35,20250803-hormore-11,1112,1112,1,7.09,2555,,2550,0.403,-59.7,,bb
36,36,20250803-hormore-12,1113,1113,1,7.08,4839,,4840,0.763,-23.7,,bb
37,37,20250803-hormore-13,1116,1116,1,7.09,3265,,3260,0.515,-48.5,,bb
38,38,20250803-hormore-14,1118,1118,1,7.08,4048,,4050,0.638,-36.2,,bb
39,39,20250803-hormore-15,1124,1124,1,7.09,3248,,3250,0.512,-48.8,,bb
40,40,20250803-hormore-16,1125,1125,1,7.09,4464,,4460,0.704,-29.6,,bb
41,41,20250803-hormore-17,1134,1134,1,7.08,3788,,3790,0.597,-40.3,,bb
42,42,20250803-hormore-18,1135,1135,1,7.08,4187,,4190,0.66,-34,,bb
43,43,20250804-hormore-1,1137,1137,1,7.07,4651,,4650,0.733,-26.7,,bb
44,44,20250804-hormore-2,1138,1138,1,7.09,5742,,5740,0.905,-9.5,,bb
45,45,20250804-hormore-3,1141,1141,1,7.09,3533,,3530,0.557,-44.3,,bb
46,46,20250804-hormore-4,1142,1142,1,7.08,4964,,4960,0.782,-21.8,,bb
47,47,20250804-hormore-5,1143,1143,1,7.08,3599,,3600,0.567,-43.3,,MM
48,48,20250804-hormore-6,1144,1144,1,7.09,4958,,4960,0.781,-21.9,,bb
49,49,20250804-hormore-7,1146,1146,1,7.08,5447,,5450,0.859,-14.1,,bb
50,50,20250804-hormore-8,1038,1038,1,7.08,3141,,3140,0.495,-50.5,,bb
51,51,20250804-hormore-9,1149,1149,1,7.09,3832,,3830,0.604,-39.6,,bb
52,52,20250804-hormore-10,1154,1154,1,7.08,3584,,3580,0.565,-43.5,,bb
53,53,20250804-hormore-11,1156,1156,1,7.08,6766,,6770,1.066,6.6,,MM
54,54,20250804-hormore-12,1162,1162,1,7.08,4215,,4210,0.664,-33.6,,bb
55,55,20250804-hormore-13,1165,1165,1,7.09,3375,,3370,0.532,-46.8,,bb
56,56,20250804-hormore-14,1166,1166,1,7.09,5012,,5010,0.79,-21,,bb
57,57,20250804-hormore-15,1167,1167,1,7.08,4283,,4280,0.675,-32.5,,bb
58,58,20250804-hormore-16,1168,1168,1,7.08,3799,,3800,0.599,-40.1,,bb
59,59,20250804-hormore-17,1169,1169,1,7.08,3423,,3420,0.54,-46,,bb
60,60,20250804-hormore-18,1170,1170,1,7.09,3155,,3150,0.497,-50.3,,MM
61,61,20250804-hormore-19,1172,1172,1,7.09,3318,,3320,0.523,-47.7,,bb
62,62,20250804-hormore-20,1173,1173,1,7.09,4311,,4310,0.679,-32.1,,MM
63,63,20250804-hormore-21,1175,1175,1,7.08,3726,,3730,0.587,-41.3,,bb
64,64,20250804-hormore-22,1177,1177,1,7.08,4391,,4390,0.692,-30.8,,bb
65,65,20250804-hormore-23,1178,1178,1,7.09,3303,,3300,0.521,-47.9,,bb
66,66,20250804-hormore-24,1180,1180,1,7.08,3578,,3580,0.564,-43.6,,bb
67,67,20250804-hormore-25,1181,1181,1,7.07,3285,,3280,0.518,-48.2,,bb
68,68,20250804-hormore-26,1182,1182,1,7.07,3299,,3300,0.52,-48,,bb
69,69,20250804-hormore-27,1185,1185,1,7.08,3853,,3850,0.607,-39.3,,bb
70,70,20250804-hormore-28,1188,1188,1,7.07,2752,,2750,0.434,-56.6,,bb
71,71,20250804-hormore-29,1189,1189,1,7.09,3414,,3410,0.538,-46.2,,bb
72,72,20250804-hormore-30,1190,1190,1,7.09,4037,,4040,0.636,-36.4,,bb
73,73,20250804-hormore-31,1195,1195,1,7.08,4150,,4150,0.654,-34.6,,bb
74,74,20250804-hormore-32,1196,1196,1,7.08,4119,,4120,0.649,-35.1,,bb
75,75,20250804-hormore-33,1202,1202,1,7.07,3435,,3440,0.541,-45.9,,MM
76,76,20250804-hormore-34,1205,1205,1,7.09,4258,,4260,0.671,-32.9,,bb
77,77,20250804-hormore-35,1206,1206,1,7.08,3223,,3220,0.508,-49.2,,bb
78,78,20250804-hormore-36,1207,1207,1,7.08,2868,,2870,0.452,-54.8,,bb
79,79,20250804-hormore-37,1208,1208,1,7.08,4839,,4840,0.763,-23.7,,bb
80,80,20250804-hormore-38,1209,1209,1,7.08,3913,,3910,0.617,-38.3,,bb
81,81,20250804-hormore-39,1210,1210,1,7.09,3624,,3620,0.571,-42.9,,bb
82,82,20250804-hormore-40,1212,1212,1,7.08,3845,,3850,0.606,-39.4,,bb
83,83,20250804-hormore-41,1214,1214,1,7.07,3428,,3430,0.54,-46,,bb
84,84,20250804-hormore-42,1216,1216,1,7.08,3264,,3260,0.514,-48.6,,bb
85,85,20250804-hormore-43,1217,1217,1,7.08,3967,,3970,0.625,-37.5,,MM
86,86,20250804-hormore-44,1218,1218,1,7.07,3200,,3200,0.504,-49.6,,bb
87,87,20250804-hormore-45,1221,1221,1,7.06,4812,,4810,0.758,-24.2,,bb
88,88,20250805-hormore-1,1222,1222,1,7.07,4246,,4250,0.669,-33.1,,bb
89,89,20250805-hormore-2,1223,1223,1,7.08,2797,,2800,0.441,-55.9,,bb
90,90,20250805-hormore-3,1224,1224,1,7.07,4401,,4400,0.694,-30.6,,bb
91,91,20250805-hormore-4,1226,1226,1,7.07,5037,,5040,0.794,-20.6,,bb
92,92,20250805-hormore-5,1227,1227,1,7.07,3248,,3250,0.512,-48.8,,bb
93,93,20250805-hormore-6,1228,1228,1,7.09,3884,,3880,0.612,-38.8,,bb
94,94,20250805-hormore-7,1231,1231,1,7.07,3852,,3850,0.607,-39.3,,MM
95,95,20250804-hormore-8,1038,1038,1,7.08,3141,,3140,0.495,-50.5,,bb
,,,,,,,,,,,,,
Compound 25:  Adrenosterone-C2D1,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,3.61,50397,,50400,0.829,-17.1,Standard,bb
2,2,20250805-COL-05,s2,s2,1,3.6,62011,,62000,1.02,2,Standard,bb
3,3,20250805-COL-06,s3,s3,1,3.6,64706,,64700,1.064,6.4,Standard,bb
4,4,20250805-COL-07,s4,s4,1,3.6,64557,,64600,1.062,6.2,Standard,bb
5,5,20250805-COL-08,s5,s5,1,3.59,64284,,64300,1.057,5.7,Standard,bb
6,6,20250805-COL-09,s6,s6,1,3.6,59769,,59800,0.983,-1.7,Standard,bb
7,7,20250805-COL-10,s7,s7,1,3.6,59884,,59900,0.985,-1.5,Standard,bb
8,8,20250805-COL-11,q1,q1,1,3.6,65218,,65200,1.073,7.3,QC,MM
9,9,20250805-COL-12,q2,q2,1,3.6,59249,,59200,0.974,-2.6,QC,bb
10,10,20250802-hormore-50,1075,1075,1,3.6,706,,706,0.012,-98.8,,bb
11,11,20250802-hormore-51,1076,1076,1,3.59,3958,,3960,0.065,-93.5,,bb
12,12,20250802-hormore-52,1077,1077,1,3.59,18908,,18900,0.311,-68.9,,bb
13,13,20250802-hormore-53,1079,1079,1,3.59,2211,,2210,0.036,-96.4,,bb
14,14,20250802-hormore-54,1080,1080,1,3.59,18348,,18300,0.302,-69.8,,bb
15,15,20250802-hormore-55,1083,1083,1,3.59,27265,,27300,0.448,-55.2,,bb
16,16,20250802-hormore-56,1084,1084,1,3.59,32808,,32800,0.54,-46,,bb
17,17,20250802-hormore-57,1087,1087,1,3.59,29558,,29600,0.486,-51.4,,bb
18,18,20250802-hormore-58,1090,1090,1,3.59,32870,,32900,0.541,-45.9,,bb
19,19,20250802-hormore-59,1092,1092,1,3.59,25164,,25200,0.414,-58.6,,bb
20,20,20250802-hormore-60,1093,1093,1,3.59,17890,,17900,0.294,-70.6,,bb
21,21,20250802-hormore-61,1094,1094,1,3.59,27429,,27400,0.451,-54.9,,bb
22,22,20250802-hormore-62,1095,1095,1,3.59,23222,,23200,0.382,-61.8,,bb
23,23,20250802-hormore-63,1096,1096,1,3.59,29515,,29500,0.485,-51.5,,bb
24,24,20250802-hormore-64,1097,1097,1,3.59,25873,,25900,0.426,-57.4,,bb
25,25,20250803-hormore-1,1098,1098,1,3.59,31611,,31600,0.52,-48,,bb
26,26,20250803-hormore-2,1099,1099,1,3.59,28157,,28200,0.463,-53.7,,bb
27,27,20250803-hormore-3,1100,1100,1,3.59,32338,,32300,0.532,-46.8,,bb
28,28,20250803-hormore-4,1102,1102,1,3.59,33293,,33300,0.548,-45.2,,bb
29,29,20250803-hormore-5,1105,1105,1,3.59,27948,,27900,0.46,-54,,bb
30,30,20250803-hormore-6,1106,1106,1,3.59,33342,,33300,0.548,-45.2,,bb
31,31,20250803-hormore-7,1107,1107,1,3.59,28755,,28800,0.473,-52.7,,bb
32,32,20250803-hormore-8,1108,1108,1,3.59,29259,,29300,0.481,-51.9,,bb
33,33,20250803-hormore-9,1109,1109,1,3.59,34677,,34700,0.57,-43,,bb
34,34,20250803-hormore-10,1111,1111,1,3.59,33122,,33100,0.545,-45.5,,bb
35,35,20250803-hormore-11,1112,1112,1,3.59,26110,,26100,0.429,-57.1,,bb
36,36,20250803-hormore-12,1113,1113,1,3.59,27987,,28000,0.46,-54,,bb
37,37,20250803-hormore-13,1116,1116,1,3.59,25675,,25700,0.422,-57.8,,bb
38,38,20250803-hormore-14,1118,1118,1,3.59,20727,,20700,0.341,-65.9,,bb
39,39,20250803-hormore-15,1124,1124,1,3.59,32321,,32300,0.532,-46.8,,bb
40,40,20250803-hormore-16,1125,1125,1,3.59,32963,,33000,0.542,-45.8,,bb
41,41,20250803-hormore-17,1134,1134,1,3.59,34574,,34600,0.569,-43.1,,bb
42,42,20250803-hormore-18,1135,1135,1,3.59,26807,,26800,0.441,-55.9,,bb
43,43,20250804-hormore-1,1137,1137,1,3.59,31190,,31200,0.513,-48.7,,bb
44,44,20250804-hormore-2,1138,1138,1,3.59,30520,,30500,0.502,-49.8,,bb
45,45,20250804-hormore-3,1141,1141,1,3.59,31138,,31100,0.512,-48.8,,bb
46,46,20250804-hormore-4,1142,1142,1,3.58,29502,,29500,0.485,-51.5,,bb
47,47,20250804-hormore-5,1143,1143,1,3.59,26449,,26400,0.435,-56.5,,bb
48,48,20250804-hormore-6,1144,1144,1,3.58,23177,,23200,0.381,-61.9,,bb
49,49,20250804-hormore-7,1146,1146,1,3.58,36175,,36200,0.595,-40.5,,bb
50,50,20250804-hormore-8,1038,1038,1,3.58,26151,,26200,0.43,-57,,bb
51,51,20250804-hormore-9,1149,1149,1,3.59,29562,,29600,0.486,-51.4,,bb
52,52,20250804-hormore-10,1154,1154,1,3.59,27919,,27900,0.459,-54.1,,bb
53,53,20250804-hormore-11,1156,1156,1,3.58,33279,,33300,0.547,-45.3,,bb
54,54,20250804-hormore-12,1162,1162,1,3.59,36781,,36800,0.605,-39.5,,bb
55,55,20250804-hormore-13,1165,1165,1,3.59,23922,,23900,0.393,-60.7,,MM
56,56,20250804-hormore-14,1166,1166,1,3.59,31046,,31000,0.511,-48.9,,bb
57,57,20250804-hormore-15,1167,1167,1,3.58,38093,,38100,0.627,-37.3,,bb
58,58,20250804-hormore-16,1168,1168,1,3.59,24552,,24600,0.404,-59.6,,bb
59,59,20250804-hormore-17,1169,1169,1,3.58,34621,,34600,0.569,-43.1,,bb
60,60,20250804-hormore-18,1170,1170,1,3.58,27115,,27100,0.446,-55.4,,bb
61,61,20250804-hormore-19,1172,1172,1,3.59,28917,,28900,0.476,-52.4,,bb
62,62,20250804-hormore-20,1173,1173,1,3.59,32368,,32400,0.532,-46.8,,bb
63,63,20250804-hormore-21,1175,1175,1,3.59,36989,,37000,0.608,-39.2,,bb
64,64,20250804-hormore-22,1177,1177,1,3.58,34631,,34600,0.57,-43,,bb
65,65,20250804-hormore-23,1178,1178,1,3.58,34751,,34800,0.572,-42.8,,bb
66,66,20250804-hormore-24,1180,1180,1,3.58,34141,,34100,0.562,-43.8,,bb
67,67,20250804-hormore-25,1181,1181,1,3.58,26012,,26000,0.428,-57.2,,bb
68,68,20250804-hormore-26,1182,1182,1,3.58,22828,,22800,0.375,-62.5,,bb
69,69,20250804-hormore-27,1185,1185,1,3.58,38114,,38100,0.627,-37.3,,bb
70,70,20250804-hormore-28,1188,1188,1,3.58,28851,,28900,0.475,-52.5,,bb
71,71,20250804-hormore-29,1189,1189,1,3.58,28265,,28300,0.465,-53.5,,bb
72,72,20250804-hormore-30,1190,1190,1,3.58,30996,,31000,0.51,-49,,bb
73,73,20250804-hormore-31,1195,1195,1,3.58,25888,,25900,0.426,-57.4,,bb
74,74,20250804-hormore-32,1196,1196,1,3.58,28759,,28800,0.473,-52.7,,bb
75,75,20250804-hormore-33,1202,1202,1,3.58,28500,,28500,0.469,-53.1,,bb
76,76,20250804-hormore-34,1205,1205,1,3.58,30942,,30900,0.509,-49.1,,bb
77,77,20250804-hormore-35,1206,1206,1,3.58,28757,,28800,0.473,-52.7,,bb
78,78,20250804-hormore-36,1207,1207,1,3.58,26171,,26200,0.43,-57,,bb
79,79,20250804-hormore-37,1208,1208,1,3.58,31173,,31200,0.513,-48.7,,bb
80,80,20250804-hormore-38,1209,1209,1,3.58,29783,,29800,0.49,-51,,bb
81,81,20250804-hormore-39,1210,1210,1,3.58,26661,,26700,0.438,-56.2,,bb
82,82,20250804-hormore-40,1212,1212,1,3.58,33028,,33000,0.543,-45.7,,bb
83,83,20250804-hormore-41,1214,1214,1,3.58,23969,,24000,0.394,-60.6,,bb
84,84,20250804-hormore-42,1216,1216,1,3.58,30104,,30100,0.495,-50.5,,bb
85,85,20250804-hormore-43,1217,1217,1,3.58,17645,,17600,0.29,-71,,bb
86,86,20250804-hormore-44,1218,1218,1,3.58,17672,,17700,0.291,-70.9,,bb
87,87,20250804-hormore-45,1221,1221,1,3.58,29592,,29600,0.487,-51.3,,bb
88,88,20250805-hormore-1,1222,1222,1,3.58,20513,,20500,0.337,-66.3,,bb
89,89,20250805-hormore-2,1223,1223,1,3.58,30093,,30100,0.495,-50.5,,bb
90,90,20250805-hormore-3,1224,1224,1,3.58,26678,,26700,0.439,-56.1,,bb
91,91,20250805-hormore-4,1226,1226,1,3.58,20509,,20500,0.337,-66.3,,bb
92,92,20250805-hormore-5,1227,1227,1,3.58,26834,,26800,0.441,-55.9,,bb
93,93,20250805-hormore-6,1228,1228,1,3.58,27335,,27300,0.45,-55,,bb
94,94,20250805-hormore-7,1231,1231,1,3.58,27349,,27300,0.45,-55,,bb
95,95,20250804-hormore-8,1038,1038,1,3.58,26151,,26200,0.43,-57,,bb
,,,,,,,,,,,,,
Compound 26:  11-Ketotestosterone-D3,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,4.03,170297,,170000,0.848,-15.2,Standard,bb
2,2,20250805-COL-05,s2,s2,1,4.02,208907,,209000,1.04,4,Standard,bb
3,3,20250805-COL-06,s3,s3,1,4.02,213434,,213000,1.063,6.3,Standard,bb
4,4,20250805-COL-07,s4,s4,1,4.01,207506,,208000,1.033,3.3,Standard,bb
5,5,20250805-COL-08,s5,s5,1,4.01,214003,,214000,1.066,6.6,Standard,bb
6,6,20250805-COL-09,s6,s6,1,4.02,201351,,201000,1.003,0.3,Standard,bb
7,7,20250805-COL-10,s7,s7,1,4.02,189965,,190000,0.946,-5.4,Standard,bb
8,8,20250805-COL-11,q1,q1,1,4.02,211947,,212000,1.056,5.6,QC,bb
9,9,20250805-COL-12,q2,q2,1,4.02,187407,,187000,0.933,-6.7,QC,bb
10,10,20250802-hormore-50,1075,1075,1,4.03,394,,394,0.002,-99.8,,bb
11,11,20250802-hormore-51,1076,1076,1,4.01,2532,,2530,0.013,-98.7,,bb
12,12,20250802-hormore-52,1077,1077,1,4.01,13071,,13100,0.065,-93.5,,bb
13,13,20250802-hormore-53,1079,1079,1,4.01,5134,,5130,0.026,-97.4,,bb
14,14,20250802-hormore-54,1080,1080,1,4.01,16434,,16400,0.082,-91.8,,bb
15,15,20250802-hormore-55,1083,1083,1,4.01,45061,,45100,0.224,-77.6,,bb
16,16,20250802-hormore-56,1084,1084,1,4.01,68319,,68300,0.34,-66,,bb
17,17,20250802-hormore-57,1087,1087,1,4.01,50258,,50300,0.25,-75,,bb
18,18,20250802-hormore-58,1090,1090,1,4.01,64768,,64800,0.323,-67.7,,bb
19,19,20250802-hormore-59,1092,1092,1,4.01,36258,,36300,0.181,-81.9,,bb
20,20,20250802-hormore-60,1093,1093,1,4.01,18109,,18100,0.09,-91,,bb
21,21,20250802-hormore-61,1094,1094,1,4.01,47610,,47600,0.237,-76.3,,bb
22,22,20250802-hormore-62,1095,1095,1,4.01,33176,,33200,0.165,-83.5,,bb
23,23,20250802-hormore-63,1096,1096,1,4.01,57014,,57000,0.284,-71.6,,bb
24,24,20250802-hormore-64,1097,1097,1,4.01,38216,,38200,0.19,-81,,bb
25,25,20250803-hormore-1,1098,1098,1,4.01,70358,,70400,0.35,-65,,bb
26,26,20250803-hormore-2,1099,1099,1,4.01,54004,,54000,0.269,-73.1,,bb
27,27,20250803-hormore-3,1100,1100,1,4.01,76834,,76800,0.383,-61.7,,bb
28,28,20250803-hormore-4,1102,1102,1,4.01,77364,,77400,0.385,-61.5,,bb
29,29,20250803-hormore-5,1105,1105,1,4.01,52139,,52100,0.26,-74,,bb
30,30,20250803-hormore-6,1106,1106,1,4.01,76288,,76300,0.38,-62,,bb
31,31,20250803-hormore-7,1107,1107,1,4.01,53809,,53800,0.268,-73.2,,bb
32,32,20250803-hormore-8,1108,1108,1,4.01,66169,,66200,0.33,-67,,bb
33,33,20250803-hormore-9,1109,1109,1,4.01,80694,,80700,0.402,-59.8,,bb
34,34,20250803-hormore-10,1111,1111,1,4.01,77817,,77800,0.388,-61.2,,bb
35,35,20250803-hormore-11,1112,1112,1,4.01,35175,,35200,0.175,-82.5,,bb
36,36,20250803-hormore-12,1113,1113,1,4.01,60469,,60500,0.301,-69.9,,bb
37,37,20250803-hormore-13,1116,1116,1,4.01,39823,,39800,0.198,-80.2,,bb
38,38,20250803-hormore-14,1118,1118,1,4.01,29592,,29600,0.147,-85.3,,bb
39,39,20250803-hormore-15,1124,1124,1,4.01,69637,,69600,0.347,-65.3,,bb
40,40,20250803-hormore-16,1125,1125,1,4.01,81268,,81300,0.405,-59.5,,bb
41,41,20250803-hormore-17,1134,1134,1,4.01,82731,,82700,0.412,-58.8,,bb
42,42,20250803-hormore-18,1135,1135,1,4.01,49920,,49900,0.249,-75.1,,bb
43,43,20250804-hormore-1,1137,1137,1,4.01,64276,,64300,0.32,-68,,bb
44,44,20250804-hormore-2,1138,1138,1,4.01,69070,,69100,0.344,-65.6,,bb
45,45,20250804-hormore-3,1141,1141,1,4.01,59014,,59000,0.294,-70.6,,bb
46,46,20250804-hormore-4,1142,1142,1,4.01,62284,,62300,0.31,-69,,bb
47,47,20250804-hormore-5,1143,1143,1,4.01,47388,,47400,0.236,-76.4,,bb
48,48,20250804-hormore-6,1144,1144,1,4,49607,,49600,0.247,-75.3,,bb
49,49,20250804-hormore-7,1146,1146,1,4.01,87800,,87800,0.437,-56.3,,bb
50,50,20250804-hormore-8,1038,1038,1,3.99,46096,,46100,0.23,-77,,bb
51,51,20250804-hormore-9,1149,1149,1,4.01,59951,,60000,0.299,-70.1,,bb
52,52,20250804-hormore-10,1154,1154,1,4,49667,,49700,0.247,-75.3,,bb
53,53,20250804-hormore-11,1156,1156,1,4.01,81256,,81300,0.405,-59.5,,bb
54,54,20250804-hormore-12,1162,1162,1,4.01,87253,,87300,0.435,-56.5,,bb
55,55,20250804-hormore-13,1165,1165,1,4.01,61954,,62000,0.309,-69.1,,bb
56,56,20250804-hormore-14,1166,1166,1,4.01,57106,,57100,0.284,-71.6,,bb
57,57,20250804-hormore-15,1167,1167,1,4,96084,,96100,0.479,-52.1,,bb
58,58,20250804-hormore-16,1168,1168,1,4,36127,,36100,0.18,-82,,bb
59,59,20250804-hormore-17,1169,1169,1,4,84956,,85000,0.423,-57.7,,bb
60,60,20250804-hormore-18,1170,1170,1,4,49244,,49200,0.245,-75.5,,bb
61,61,20250804-hormore-19,1172,1172,1,4.01,48922,,48900,0.244,-75.6,,bb
62,62,20250804-hormore-20,1173,1173,1,4.01,72667,,72700,0.362,-63.8,,bb
63,63,20250804-hormore-21,1175,1175,1,4,83258,,83300,0.415,-58.5,,bb
64,64,20250804-hormore-22,1177,1177,1,4,70394,,70400,0.351,-64.9,,bb
